年份,院校名称,院校代码,科类,批次,招生类型,专业组,选科要求,录取人数,最低分数,最低分位,批次线差,学校所在,学校性质,是否985,是否211
2025,湖南财政经济学院,B532,综合,普通类一段,普通类,,,30,492,206845,51,湖南,公办,否,否
2025,湖南邮电职业技术学院,C845,综合,普通类二段,普通类,,,10,422,374975,272,湖南,公办,否,否
2025,湖南铁道职业技术学院,C302,综合,普通类二段,普通类,,,55,413,395494,263,湖南,公办,否,否
2025,湖南食品药品职业学院,E359,综合,普通类二段,普通类,,,10,418,384766,268,湖南,公办,否,否
2025,湖南高速铁路职业技术学院,D941,综合,普通类二段,普通类,,,25,453,302915,303,湖南,公办,否,否
2025,湖州学院,D287,综合,普通类一段,普通类,,,5,525,130254,84,浙江,公办,否,否
2025,湖州师范学院,A347,综合,普通类一段,普通类,,,25,497,194605,56,浙江,公办,否,否
2025,湖州师范学院,A347,综合,普通类一段,护理类,,,5,503,180146,62,浙江,公办,否,否
2025,湖州职业技术学院,C875,综合,普通类二段,普通类,,,20,447,318795,297,浙江,公办,否,否
2025,湘南学院,A545,综合,普通类一段,普通类,,,60,475,249285,34,湖南,公办,否,否
2025,湘南学院,A545,综合,普通类一段,护理类,,,2,505,175449,64,湖南,公办,否,否
2025,湘潭大学,A530,综合,普通类一段,普通类,,,262,545,91414,104,湖南,公办,否,否
2025,湘潭大学,A530,综合,普通类一段,中外合作办学,,,3,574,49311,133,湖南,公办,否,否
2025,滁州学院,A377,综合,普通类一段,普通类,,,10,511,161334,70,安徽,公办,否,否
2025,滁州职业技术学院,D059,综合,普通类二段,普通类,,,20,397,429457,247,安徽,公办,否,否
2025,滇池学院,D326,综合,普通类一段,普通类,,,20,446,321717,5,云南,民办,否,否
2025,滇池学院,D326,综合,普通类二段,本科专业,,,4,499,189155,349,云南,民办,否,否
2025,滇西应用技术大学,E623,综合,普通类一段,普通类,,,16,462,282367,21,云南,公办,否,否
2025,滇西科技师范学院,E092,综合,普通类一段,普通类,,,6,502,182602,61,云南,公办,否,否
2025,满洲里俄语职业学院,E285,综合,普通类二段,普通类,,,60,311,583663,161,内蒙古,公办,否,否
2025,满洲里俄语职业学院,E285,综合,普通类二段,护理类,,,20,355,511829,205,内蒙古,公办,否,否
2025,滨州医学院,A440,综合,普通类一段,普通类,,,2164,486,221738,45,山东,公办,否,否
2025,滨州医学院,A440,综合,提前批B类,公费医学生,,,,578,44745,,山东,公办,否,否
2025,滨州医学院,A440,综合,普通类一段,护理类,,,297,494,201791,53,山东,公办,否,否
2025,滨州医学院,A440,综合,普通类一段,中外合作办学,,,80,469,264465,28,山东,公办,否,否
2025,滨州科技职业学院,E749,综合,普通类二段,普通类,,,2764,150,681123,0,山东,民办,否,否
2025,滨州职业学院,C818,综合,提前批,普通类,,,,351,519457,,山东,公办,否,否
2025,滨州职业学院,C818,综合,普通类二段,普通类,,,2687,322,567420,172,山东,公办,否,否
2025,滨州职业学院,C818,综合,普通类二段,高职3+2贯通培养,,,140,468,266440,318,山东,公办,否,否
2025,滨州职业学院,C818,综合,普通类二段,护理类,,,170,431,355623,281,山东,公办,否,否
2025,滨州职业学院,C818,综合,普通类二段,中外合作办学,,,325,308,587213,158,山东,公办,否,否
2025,滨州职业学院,C818,综合,普通类二段,高职院校专项计划,,,21,225,663960,75,山东,公办,否,否
2025,漯河医学高等专科学校,D780,综合,普通类二段,普通类,,,46,405,411720,255,河南,公办,否,否
2025,漯河医学高等专科学校,D780,综合,普通类二段,护理类,,,15,438,340452,288,河南,公办,否,否
2025,漯河职业技术学院,A835,综合,普通类二段,普通类,,,40,316,575865,166,河南,公办,否,否
2025,漯河食品工程职业大学,E233,综合,普通类一段,普通类,,,5,466,272163,25,河南,民办,否,否
2025,漯河食品工程职业大学,E233,综合,普通类二段,普通类,,,180,190,675858,40,河南,民办,否,否
2025,漳州理工职业学院,E115,综合,普通类二段,普通类,,,2,318,572481,168,福建,民办,否,否
2025,漳州科技职业学院,E113,综合,普通类二段,普通类,,,20,193,675071,43,福建,民办,否,否
2025,潇湘职业学院,D042,综合,普通类二段,普通类,,,16,190,675782,40,湖南,民办,否,否
2025,潍坊学院,B067,综合,普通类一段,普通类,,,3816,470,261977,29,山东,公办,否,否
2025,潍坊学院,B067,综合,普通类二段,普通类,,,720,430,358992,280,山东,公办,否,否
2025,潍坊工商职业学院,D388,综合,普通类二段,普通类,,,2275,153,680874,3,山东,民办,否,否
2025,潍坊工商职业学院,D388,综合,普通类二段,高职3+2贯通培养,,,120,465,273134,315,山东,民办,否,否
2025,潍坊工商职业学院,D388,综合,普通类二段,护理类,,,318,261,639404,111,山东,民办,否,否
2025,潍坊工程职业学院,E379,综合,提前批,普通类,,,,442,331240,,山东,公办,否,否
2025,潍坊工程职业学院,E379,综合,普通类二段,普通类,,,1882,312,581332,162,山东,公办,否,否
2025,潍坊工程职业学院,E379,综合,普通类二段,高职3+2贯通培养,,,440,464,275097,314,山东,公办,否,否
2025,潍坊护理职业学院,E347,综合,普通类二段,普通类,,,2642,321,568861,171,山东,公办,否,否
2025,潍坊护理职业学院,E347,综合,普通类二段,高职3+2贯通培养,,,165,481,233906,331,山东,公办,否,否
2025,潍坊护理职业学院,E347,综合,普通类二段,护理类,,,747,405,412430,255,山东,公办,否,否
2025,潍坊环境工程职业学院,E710,综合,普通类二段,普通类,,,1372,256,644052,106,山东,民办,否,否
2025,潍坊环境工程职业学院,E710,综合,普通类二段,高职3+2贯通培养,,,30,467,269475,317,山东,民办,否,否
2025,潍坊理工学院,E000,综合,普通类一段,普通类,,,1872,441,333469,0,山东,民办,否,否
2025,潍坊理工学院,E000,综合,普通类二段,普通类,,,4720,150,681077,0,山东,民办,否,否
2025,潍坊理工学院,E000,综合,普通类二段,本科专业,,,38,449,312410,299,山东,民办,否,否
2025,潍坊科技学院,C843,综合,普通类一段,普通类,,,3041,441,333469,0,山东,民办,否,否
2025,潍坊科技学院,C843,综合,普通类二段,普通类,,,360,271,630971,121,山东,民办,否,否
2025,潍坊科技学院,C843,综合,普通类一段,护理类,,,75,496,197003,55,山东,民办,否,否
2025,潍坊科技学院,C843,综合,普通类二段,本科专业,,,29,466,270394,316,山东,民办,否,否
2025,潍坊职业学院,C391,综合,普通类二段,普通类,,,4245,290,610022,140,山东,公办,否,否
2025,潍坊职业学院,C391,综合,普通类二段,高职3+2贯通培养,,,300,474,250956,324,山东,公办,否,否
2025,潍坊职业学院,C391,综合,普通类二段,中外合作办学,,,150,304,593367,154,山东,公办,否,否
2025,潍坊食品科技职业学院,E810,综合,普通类二段,普通类,,,1459,158,680359,8,山东,民办,否,否
2025,濮阳医学高等专科学校,E597,综合,普通类二段,普通类,,,9,423,373487,273,河南,公办,否,否
2025,濮阳医学高等专科学校,E597,综合,普通类二段,护理类,,,1,428,361596,278,河南,公办,否,否
2025,濮阳石油化工职业技术学院,E713,综合,普通类二段,普通类,,,80,330,554012,180,河南,公办,否,否
2025,濮阳科技职业学院,E790,综合,普通类二段,普通类,,,5,375,473748,225,河南,公办,否,否
2025,濮阳职业技术学院,B787,综合,普通类二段,普通类,,,200,317,574463,167,河南,公办,否,否
2025,炎黄职业技术学院,C919,综合,普通类二段,普通类,,,2,279,622728,129,江苏,民办,否,否
2025,烟台南山学院,C332,综合,普通类一段,普通类,,,1104,441,333469,0,山东,民办,否,否
2025,烟台南山学院,C332,综合,普通类二段,普通类,,,3440,150,681089,0,山东,民办,否,否
2025,烟台南山学院,C332,综合,普通类一段,护理类,,,13,482,231658,41,山东,民办,否,否
2025,烟台南山学院,C332,综合,普通类二段,本科专业,,,80,462,279888,312,山东,民办,否,否
2025,烟台南山学院,C332,综合,普通类二段,护理类,,,73,349,522246,199,山东,民办,否,否
2025,烟台卫生健康职业学院,E859,综合,普通类二段,普通类,,,1800,335,546267,185,山东,公办,否,否
2025,烟台卫生健康职业学院,E859,综合,普通类二段,护理类,,,600,386,452457,236,山东,公办,否,否
2025,烟台城市科技职业学院,E811,综合,普通类二段,普通类,,,1460,154,680756,4,山东,民办,否,否
2025,烟台大学,B066,综合,普通类一段,普通类,,,4606,441,333469,0,山东,公办,否,否
2025,烟台大学,B066,综合,普通类一段,边防军人子女预科班,,,5,499,189757,58,山东,公办,否,否
2025,烟台大学,B066,综合,普通类一段,中外合作办学,,,466,451,309630,10,山东,公办,否,否
2025,烟台工程职业技术学院,D355,综合,普通类二段,普通类,,,2667,313,580941,163,山东,公办,否,否
2025,烟台工程职业技术学院,D355,综合,普通类二段,高职3+2贯通培养,,,130,469,263954,319,山东,公办,否,否
2025,烟台幼儿师范高等专科学校,E689,综合,普通类二段,普通类,,,1660,312,581463,162,山东,公办,否,否
2025,烟台幼儿师范高等专科学校,E689,综合,普通类二段,高职3+2贯通培养,,,30,480,235908,330,山东,公办,否,否
2025,烟台文化旅游职业学院,E707,综合,普通类二段,普通类,,,1385,315,578119,165,山东,公办,否,否
2025,烟台文化旅游职业学院,E707,综合,普通类二段,高职3+2贯通培养,,,200,466,270939,316,山东,公办,否,否
2025,烟台文化旅游职业学院,E707,综合,普通类二段,中外合作办学,,,215,155,680615,5,山东,公办,否,否
2025,烟台汽车工程职业学院,E081,综合,普通类二段,普通类,,,1666,315,576955,165,山东,公办,否,否
2025,烟台汽车工程职业学院,E081,综合,普通类二段,高职3+2贯通培养,,,210,464,276592,314,山东,公办,否,否
2025,烟台理工学院,D359,综合,普通类一段,普通类,,,2363,441,333469,0,山东,民办,否,否
2025,烟台理工学院,D359,综合,普通类二段,普通类,,,536,153,680877,3,山东,民办,否,否
2025,烟台理工学院,D359,综合,普通类一段,护理类,,,130,458,292391,17,山东,民办,否,否
2025,烟台理工学院,D359,综合,普通类一段,中外合作办学,,,55,441,333469,0,山东,民办,否,否
2025,烟台理工学院,D359,综合,普通类二段,本科专业,,,132,440,334835,290,山东,民办,否,否
2025,烟台理工学院,D359,综合,普通类二段,中外合作办学（本科专业）,,,45,436,344945,286,山东,民办,否,否
2025,烟台科技学院,E002,综合,普通类一段,普通类,,,1082,441,333469,0,山东,民办,否,否
2025,烟台科技学院,E002,综合,普通类二段,普通类,,,1584,204,672083,54,山东,民办,否,否
2025,烟台科技学院,E002,综合,普通类二段,本科专业,,,70,439,336079,289,山东,民办,否,否
2025,烟台职业学院,C396,综合,普通类二段,普通类,,,3214,322,567318,172,山东,公办,否,否
2025,烟台职业学院,C396,综合,普通类二段,高职3+2贯通培养,,,200,468,264554,318,山东,公办,否,否
2025,烟台职业学院,C396,综合,普通类二段,中外合作办学,,,300,294,605161,144,山东,公办,否,否
2025,烟台职业学院,C396,综合,普通类二段,高职院校专项计划,,,45,271,630810,121,山东,公办,否,否
2025,烟台黄金职业学院,E570,综合,普通类二段,普通类,,,1477,150,681058,0,山东,民办,否,否
2025,焦作大学,B522,综合,普通类二段,普通类,,,30,437,342850,287,河南,公办,否,否
2025,焦作师范高等专科学校,B967,综合,普通类二段,普通类,,,5,456,295546,306,河南,公办,否,否
2025,燕京理工学院,D895,综合,普通类二段,普通类,,,18,348,523134,198,河北,民办,否,否
2025,燕京理工学院,D895,综合,普通类二段,护理类,,,2,365,492930,215,河北,民办,否,否
2025,燕山大学,A216,综合,普通类一段,普通类,,,135,490,211746,49,河北,公办,否,否
2025,燕山大学,A216,综合,普通类一段,中外合作办学,,,75,514,154449,73,河北,公办,否,否
2025,牡丹江医科大学,A229,综合,普通类一段,普通类,,,23,495,199422,54,黑龙江,公办,否,否
2025,牡丹江医科大学,A229,综合,普通类一段,护理类,,,2,507,170608,66,黑龙江,公办,否,否
2025,牡丹江大学,B046,综合,普通类二段,普通类,,,47,428,362983,278,黑龙江,公办,否,否
2025,牡丹江师范学院,A233,综合,普通类一段,普通类,,,35,467,269656,26,黑龙江,公办,否,否
2025,玉林师范学院,A606,综合,普通类一段,普通类,,,33,470,261977,29,广西,公办,否,否
2025,玉溪师范学院,B390,综合,普通类一段,普通类,,,22,467,269656,26,云南,公办,否,否
2025,珠海科技学院,D684,综合,普通类一段,普通类,,,18,478,241814,37,广东,民办,否,否
2025,琼台师范学院,D811,综合,普通类一段,普通类,,,,507,170608,,海南,公办,否,否
2025,琼台师范学院,D811,综合,普通类一段,中外合作办学,,,,491,209280,,海南,公办,否,否
2025,甘肃中医药大学,A735,综合,普通类一段,普通类,,,87,483,229171,42,甘肃,公办,否,否
2025,甘肃中医药大学,A735,综合,普通类一段,护理类,,,5,504,177744,63,甘肃,公办,否,否
2025,甘肃交通职业技术学院,D519,综合,普通类二段,普通类,,,16,386,451201,236,甘肃,公办,否,否
2025,甘肃农业大学,A733,综合,普通类一段,普通类,,,147,474,251794,33,甘肃,公办,否,否
2025,甘肃医学院,B805,综合,普通类一段,普通类,,,10,488,216732,47,甘肃,公办,否,否
2025,甘肃工业职业技术大学,C836,综合,普通类二段,普通类,,,25,371,481137,221,甘肃,公办,否,否
2025,甘肃建筑职业技术学院,C511,综合,普通类二段,普通类,,,40,311,583169,161,甘肃,公办,否,否
2025,甘肃政法大学,B406,综合,普通类一段,普通类,,,107,510,163637,69,甘肃,公办,否,否
2025,甘肃有色冶金职业技术学院,E375,综合,普通类二段,普通类,,,200,180,677584,30,甘肃,公办,否,否
2025,甘肃林业职业技术大学,C835,综合,普通类一段,普通类,,,5,473,254386,32,甘肃,公办,否,否
2025,甘肃林业职业技术大学,C835,综合,普通类二段,普通类,,,30,362,498134,212,甘肃,公办,否,否
2025,甘肃民族师范学院,B561,综合,普通类一段,普通类,,,40,466,272163,25,甘肃,公办,否,否
2025,甘肃畜牧工程职业技术学院,D955,综合,普通类二段,普通类,,,180,223,664634,73,甘肃,公办,否,否
2025,甘肃财贸职业学院,M378,综合,普通类二段,普通类,,,43,332,552159,182,甘肃,公办,否,否
2025,电子科技大学,A614,综合,普通类一段,普通类,,,117,649,3794,208,四川,公办,是,是
2025,电子科技大学,A614,综合,普通类一段,沙河校区,,,22,616,15167,175,四川,公办,是,是
2025,电子科技大学,A614,综合,普通类一段,沙河校区（中外合作办学）,,,20,615,15355,174,四川,公办,是,是
2025,电子科技大学,A614,综合,普通类一段,护理类（沙河校区）,,,5,588,34446,147,四川,公办,是,是
