院校名称,所在省,主管部门,院校层次,2025招生章程,院校主页链接,logo地址
云南民族大学,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6658645423,method-view,schId-539.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-539.dhtml,https://t1.chei.com.cn/common/xh/10691.jpg
玉溪师范学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677709700,method-view,schId-788.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-788.dhtml,https://t1.chei.com.cn/common/xh/11390.jpg
楚雄师范学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6671444622,method-view,schId-789.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-789.dhtml,https://t1.chei.com.cn/common/xh/11391.jpg
云南警官学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6660869320,method-view,schId-790.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-790.dhtml,https://t1.chei.com.cn/common/xh/11392.jpg
昆明学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677848130,method-view,schId-791.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-791.dhtml,https://t1.chei.com.cn/common/xh/11393.jpg
文山学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677604358,method-view,schId-852.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-852.dhtml,https://t1.chei.com.cn/common/xh/11556.jpg
昆明冶金高等专科学校,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650337030,method-view,schId-853.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-853.dhtml,https://t1.chei.com.cn/common/xh/11557.jpg
云南国土资源职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6652718909,method-view,schId-1030.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1030.dhtml,https://t1.chei.com.cn/common/xh/12349.jpg
云南交通职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654228573,method-view,schId-1034.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1034.dhtml,https://t1.chei.com.cn/common/xh/12357.jpg
昆明工业职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6648492024,method-view,schId-1045.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1045.dhtml,https://t1.chei.com.cn/common/xh/12393.jpg
云南农业职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6644368920,method-view,schId-1089.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1089.dhtml,https://t1.chei.com.cn/common/xh/12555.jpg
云南司法警官职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6653375730,method-view,schId-1090.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1090.dhtml,https://t1.chei.com.cn/common/xh/12556.jpg
云南文化艺术职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6641425957,method-view,schId-1092.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1092.dhtml,https://t1.chei.com.cn/common/xh/12558.jpg
云南体育运动职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6653253269,method-view,schId-1093.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1093.dhtml,https://t1.chei.com.cn/common/xh/12559.jpg
云南经济管理学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6627641726,method-view,schId-1094.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1094.dhtml,https://t1.chei.com.cn/common/xh/12560.jpg
云南科技信息职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676986627,method-view,schId-1306.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1306.dhtml,https://t1.chei.com.cn/common/xh/12825.jpg
西双版纳职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676884633,method-view,schId-1307.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1307.dhtml,https://t1.chei.com.cn/common/xh/12826.jpg
昆明艺术职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6641746133,method-view,schId-1332.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1332.dhtml,https://t1.chei.com.cn/common/xh/12851.jpg
玉溪农业职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6648448500,method-view,schId-1443.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1443.dhtml,https://t1.chei.com.cn/common/xh/12971.jpg
云南能源职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6622050672,method-view,schId-1557.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1557.dhtml,https://t1.chei.com.cn/common/xh/13136.jpg
滇池学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6649566666,method-view,schId-1661.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1661.dhtml,https://t1.chei.com.cn/common/xh/13326.jpg
丽江文化旅游学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659908030,method-view,schId-1663.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1663.dhtml,https://t1.chei.com.cn/common/xh/13328.jpg
昆明城市学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6642550726,method-view,schId-1665.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1665.dhtml,https://t1.chei.com.cn/common/xh/13330.jpg
昆明医科大学海源学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6651046347,method-view,schId-1667.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1667.dhtml,https://t1.chei.com.cn/common/xh/13332.jpg
昆明传媒学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6658655093,method-view,schId-1668.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1668.dhtml,https://t1.chei.com.cn/common/xh/13333.jpg
昆明文理学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6655574407,method-view,schId-405036.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-405036.dhtml,https://t1.chei.com.cn/common/xh/13625.jpg
昆明理工大学津桥学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6649850054,method-view,schId-1664.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1664.dhtml,https://t1.chei.com.cn/common/xh/13626.jpg
云南国防工业职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676860296,method-view,schId-1995.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1995.dhtml,https://t1.chei.com.cn/common/xh/13756.jpg
云南机电职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6623219052,method-view,schId-1996.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1996.dhtml,https://t1.chei.com.cn/common/xh/13757.jpg
云南林业职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6646659814,method-view,schId-1997.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1997.dhtml,https://t1.chei.com.cn/common/xh/13758.jpg
云南城市建设职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650308627,method-view,schId-1998.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1998.dhtml,https://t1.chei.com.cn/common/xh/13759.jpg
云南工程职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6648395475,method-view,schId-2000.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2000.dhtml,https://t1.chei.com.cn/common/xh/13761.jpg
云南工商学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650308339,method-view,schId-476530.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-476530.dhtml,https://t1.chei.com.cn/common/xh/13909.jpg
曲靖医学高等专科学校,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654294150,method-view,schId-5357462.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5357462.dhtml,https://t1.chei.com.cn/common/xh/14012.jpg
楚雄医药高等专科学校,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650668189,method-view,schId-5128969.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5128969.dhtml,https://t1.chei.com.cn/common/xh/14013.jpg
保山中医药高等专科学校,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654466553,method-view,schId-5204191.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5204191.dhtml,https://t1.chei.com.cn/common/xh/14014.jpg
丽江师范学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6656369450,method-view,schId-5115355.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5115355.dhtml,https://t1.chei.com.cn/common/xh/14015.jpg
德宏师范学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6655536258,method-view,schId-5374865.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5374865.dhtml,https://t1.chei.com.cn/common/xh/14016.jpg
云南新兴职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6633864125,method-view,schId-6184171.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6184171.dhtml,https://t1.chei.com.cn/common/xh/14032.jpg
滇西科技师范学院,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659255019,method-view,schId-6167340.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6167340.dhtml,https://t1.chei.com.cn/common/xh/14092.jpg
云南锡业职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676916005,method-view,schId-5156329.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5156329.dhtml,https://t1.chei.com.cn/common/xh/14130.jpg
云南经贸外事职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650364703,method-view,schId-18322487.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-18322487.dhtml,https://t1.chei.com.cn/common/xh/14212.jpg
云南三鑫职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6649945705,method-view,schId-18443644.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-18443644.dhtml,https://t1.chei.com.cn/common/xh/14239.jpg
德宏职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676921595,method-view,schId-18378630.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-18378630.dhtml,https://t1.chei.com.cn/common/xh/14253.jpg
云南商务职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6641942700,method-view,schId-57300081.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-57300081.dhtml,https://t1.chei.com.cn/common/xh/14317.jpg
昆明卫生职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654204487,method-view,schId-174846530.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-174846530.dhtml,https://t1.chei.com.cn/common/xh/14372.jpg
云南现代职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6651749750,method-view,schId-578469832.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-578469832.dhtml,https://t1.chei.com.cn/common/xh/14373.jpg
云南旅游职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6644991106,method-view,schId-184076479.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-184076479.dhtml,https://t1.chei.com.cn/common/xh/14381.jpg
红河卫生职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654179779,method-view,schId-574999061.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-574999061.dhtml,https://t1.chei.com.cn/common/xh/14413.jpg
云南外事外语职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650732277,method-view,schId-365585035.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-365585035.dhtml,https://t1.chei.com.cn/common/xh/14415.jpg
大理农林职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676978453,method-view,schId-616567350.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-616567350.dhtml,https://t1.chei.com.cn/common/xh/14487.jpg
云南财经职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676863804,method-view,schId-1661204908.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1661204908.dhtml,https://t1.chei.com.cn/common/xh/14550.jpg
昆明铁道职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6645525546,method-view,schId-1670660706.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1670660706.dhtml,https://t1.chei.com.cn/common/xh/14581.jpg
昭通卫生职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6649906918,method-view,schId-1670659385.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1670659385.dhtml,https://t1.chei.com.cn/common/xh/14582.jpg
大理护理职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6644172897,method-view,schId-1670673752.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1670673752.dhtml,https://t1.chei.com.cn/common/xh/14583.jpg
云南水利水电职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6647628803,method-view,schId-1674117393.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1674117393.dhtml,https://t1.chei.com.cn/common/xh/14584.jpg
云南轻纺职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654436475,method-view,schId-2229299489.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2229299489.dhtml,https://t1.chei.com.cn/common/xh/14618.jpg
云南特殊教育职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6627414746,method-view,schId-2019025828.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2019025828.dhtml,https://t1.chei.com.cn/common/xh/14619.jpg
云南工贸职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654188316,method-view,schId-1832262973.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1832262973.dhtml,https://t1.chei.com.cn/common/xh/14620.jpg
云南交通运输职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654212621,method-view,schId-1832284988.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1832284988.dhtml,https://t1.chei.com.cn/common/xh/14621.jpg
滇西应用技术大学,云南,云南省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659217957,method-view,schId-2229066336.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2229066336.dhtml,https://t1.chei.com.cn/common/xh/14623.jpg
昆明幼儿师范高等专科学校,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6653682174,method-view,schId-2018338045.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2018338045.dhtml,https://t1.chei.com.cn/common/xh/14631.jpg
云南医药健康职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6647738634,method-view,schId-2057265103.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2057265103.dhtml,https://t1.chei.com.cn/common/xh/14649.jpg
云南理工职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650843381,method-view,schId-2380223329.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2380223329.dhtml,https://t1.chei.com.cn/common/xh/14675.jpg
曲靖职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676857953,method-view,schId-2376009635.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2376009635.dhtml,https://t1.chei.com.cn/common/xh/14676.jpg
红河职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6642597079,method-view,schId-2711144980.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2711144980.dhtml,https://t1.chei.com.cn/common/xh/14736.jpg
玉溪职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676790791,method-view,schId-4542573280.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-4542573280.dhtml,https://t1.chei.com.cn/common/xh/default.jpg
保山职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654213786,method-view,schId-4545145222.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-4545145222.dhtml,https://t1.chei.com.cn/common/xh/14783.jpg
昭通职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6654228964,method-view,schId-4574634586.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-4574634586.dhtml,https://t1.chei.com.cn/common/xh/14784.jpg
文山职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676818737,method-view,schId-4617067103.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-4617067103.dhtml,https://t1.chei.com.cn/common/xh/14801.jpg
丽江职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676874495,method-view,schId-4633932301.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-4633932301.dhtml,https://t1.chei.com.cn/common/xh/14802.jpg
香格里拉职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6650378691,method-view,schId-4617081695.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-4617081695.dhtml,https://t1.chei.com.cn/common/xh/14803.jpg
怒江职业技术学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677076510,method-view,schId-5552633073.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5552633073.dhtml,https://t1.chei.com.cn/common/xh/14873.jpg
临沧职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676822855,method-view,schId-5544337955.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5544337955.dhtml,https://t1.chei.com.cn/common/xh/14874.jpg
云南工业信息职业学院,云南,云南省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6648473589,method-view,schId-5548165843.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5548165843.dhtml,https://t1.chei.com.cn/common/xh/14875.jpg
西藏农牧学院,西藏,西藏自治区教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1767701198.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1767701198.dhtml,https://t1.chei.com.cn/common/xh/10693.jpg
西藏大学,西藏,西藏自治区教育厅,本科|“双一流”建设高校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-542.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-542.dhtml,https://t1.chei.com.cn/common/xh/10694.jpg
西藏民族大学,西藏,西藏自治区教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-543.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-543.dhtml,https://t1.chei.com.cn/common/xh/10695.jpg
西藏藏医药大学,西藏,西藏自治区教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-544.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-544.dhtml,https://t1.chei.com.cn/common/xh/10696.jpg
西藏警官高等专科学校,西藏,西藏自治区教育厅,高职(专科),https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-540.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-540.dhtml,https://t1.chei.com.cn/common/xh/11981.jpg
拉萨师范学院,西藏,西藏自治区教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-57309249.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-57309249.dhtml,https://t1.chei.com.cn/common/xh/12481.jpg
西藏职业技术学院,西藏,西藏自治区教育厅,高职(专科),https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-57308187.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-57308187.dhtml,https://t1.chei.com.cn/common/xh/14085.jpg
西北大学,陕西,陕西省教育厅,本科|“双一流”建设高校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-545.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-545.dhtml,https://t1.chei.com.cn/common/xh/10697.jpg
西安交通大学,陕西,教育部,本科|“双一流”建设高校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-546.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-546.dhtml,https://t1.chei.com.cn/common/xh/10698.jpg
西北工业大学,陕西,工业和信息化部,本科|“双一流”建设高校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-547.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-547.dhtml,https://t1.chei.com.cn/common/xh/10699.jpg
西安理工大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-548.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-548.dhtml,https://t1.chei.com.cn/common/xh/10700.jpg
西安电子科技大学,陕西,教育部,本科|“双一流”建设高校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-549.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-549.dhtml,https://t1.chei.com.cn/common/xh/10701.jpg
西安工业大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-550.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-550.dhtml,https://t1.chei.com.cn/common/xh/10702.jpg
西安建筑科技大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-551.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-551.dhtml,https://t1.chei.com.cn/common/xh/10703.jpg
西安科技大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-552.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-552.dhtml,https://t1.chei.com.cn/common/xh/10704.jpg
西安石油大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-553.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-553.dhtml,https://t1.chei.com.cn/common/xh/10705.jpg
陕西科技大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-554.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-554.dhtml,https://t1.chei.com.cn/common/xh/10708.jpg
西安工程大学,陕西,陕西省教育厅,本科,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-555.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-555.dhtml,https://t1.chei.com.cn/common/xh/10709.jpg
长安大学,陕西,教育部,本科|“双一流”建设高校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-556.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-556.dhtml,https://t1.chei.com.cn/common/xh/10710.jpg
